Name,Algorithm,Reduced,Iterations,Time,Cost
154127_3,heuristic greedy,True,4,9.997278690338135,73.13947219999999
70398_1,heuristic greedy,True,9,23.671748399734497,176.44275172015145
79132_1,heuristic greedy,True,6,15.605856657028198,95.83723909765446
88734_2,heuristic greedy,True,6,15.194373607635498,103.4563219553779
164670_2,heuristic greedy,True,3,7.075078964233398,30.0
22548_1,heuristic greedy,True,15,35.54602909088135,320.4137057326637
58661_1,heuristic greedy,True,1,2.6778769493103027,10.01
60841_3,heuristic greedy,True,2,4.717394590377808,30.037192929999986
142240_2,heuristic greedy,True,1,2.3437325954437256,10.0
156307_1,heuristic greedy,True,9,22.0340895652771,173.11613232000002
158527_1,heuristic greedy,True,7,17.750539779663086,90.78547479765449
91697_2,heuristic greedy,True,2,4.618648290634155,25.255788879999983
115292_2,heuristic greedy,True,8,18.97229504585266,163.9117468353779
110447_2,heuristic greedy,True,6,14.759574890136719,100.36465849178775
50972_1,heuristic greedy,True,2,5.360706090927124,20.02
57514_2,heuristic greedy,True,5,13.145860195159912,90.19808370759183
92261_2,heuristic greedy,True,1,2.1582281589508057,10.0
113793_1,heuristic greedy,True,4,9.693643808364868,41.04498305999999
91669_2,heuristic greedy,True,3,7.340381383895874,30.532491529999994
148215_1,heuristic greedy,True,1,2.4195303916931152,10.0
148360_2,heuristic greedy,True,2,5.186132431030273,20.522491529999996
135871_3,heuristic greedy,True,4,10.278528928756714,58.92715805999998
107689_2,heuristic greedy,True,8,19.651495695114136,138.79917079999996
104739_2,heuristic greedy,True,18,42.0967698097229,299.8703620876546
61905_3,heuristic greedy,True,10,23.966981649398804,151.99065335999995
158305_1,heuristic greedy,True,1,2.808486223220825,10.0
169433_3,heuristic greedy,True,4,11.046460390090942,40.0
114240_1,heuristic greedy,True,11,27.408019542694092,173.3426178656077
136609_2,heuristic greedy,True,4,10.550139904022217,54.162124087487356
56419_3,heuristic greedy,True,7,17.61092710494995,145.29187171064447
155669_1,heuristic greedy,True,4,10.82508397102356,43.98354010064057
91134_1,heuristic greedy,True,4,9.666472911834717,41.05498305999999
74241_1,heuristic greedy,True,2,5.181143283843994,23.2
114352_3,heuristic greedy,True,9,22.148815870285034,113.4080977201001
63004_3,heuristic greedy,True,9,22.377204179763794,200.0603372249392
76002_3,heuristic greedy,True,4,9.616284847259521,42.62789443999999
124510_2,heuristic greedy,True,7,17.589975595474243,103.32958655915353
113785_1,heuristic greedy,True,9,21.41174054145813,140.45123400178775
148578_2,heuristic greedy,True,3,7.629601001739502,34.581901840115705
31304_3,heuristic greedy,True,5,11.724658012390137,57.89368331999997
4622_2,heuristic greedy,True,3,7.1488823890686035,43.68438585999997
60474_2,heuristic greedy,True,1,2.2898778915405273,10.0
58519_2,heuristic greedy,True,1,2.3846235275268555,10.0
109402_2,heuristic greedy,True,11,27.443288564682007,194.94765439368865
79103_1,heuristic greedy,True,2,5.045506477355957,20.0
85517_3,heuristic greedy,True,4,10.322429656982422,43.209999999999994
